index, elapse_time, susp_fl, susp_fr, susp_rl, susp_rr, acc_x, acc_y, acc_z, rot_x, rot_y, rot_z
1010, 42577, 35.76637, 42.66417, 52.16781, 28.20434, -0.59616, 3.11964, 9.63786, 0.00759, 0.08100, 0.03264
1011, 42622, 35.71528, 42.66417, 52.16781, 28.20434, -0.52792, 3.11486, 9.69891, 0.00187, 0.08434, 0.03184
1012, 42663, 35.71528, 42.71527, 52.16781, 28.20434, -0.45610, 2.98557, 9.57800, 0.00480, 0.09073, 0.03517
1013, 42704, 35.76637, 42.71527, 52.16781, 28.20434, -0.63686, 2.91135, 9.52533, -0.02185, 0.09713, 0.02918
1014, 42745, 35.81747, 42.76637, 52.16781, 28.20434, -0.68833, 2.87544, 9.51815, -0.03504, 0.09486, 0.02944
1015, 42786, 35.86856, 42.76637, 52.16781, 28.20434, -0.55905, 2.86466, 9.29309, 0.01053, 0.07754, 0.03371
1016, 42831, 35.91966, 42.76637, 52.16781, 28.20434, -0.60693, 2.97360, 9.43196, 0.01292, 0.07741, 0.03597
1017, 42872, 35.91966, 42.76637, 52.16781, 28.20434, -0.70150, 3.04542, 9.53611, 0.01665, 0.07314, 0.03317
1018, 42913, 35.86856, 42.76637, 52.16781, 28.20434, -0.59017, 3.02627, 9.60075, 0.01692, 0.07341, 0.03477
1019, 42954, 35.86856, 42.76637, 52.16781, 28.20434, -0.56144, 3.00831, 9.52054, 0.01625, 0.07488, 0.03437
1020, 42995, 35.81747, 42.76637, 52.16781, 28.20434, -0.59017, 2.94846, 9.64145, 0.01426, 0.07674, 0.03544
1021, 43040, 35.81747, 42.71527, 52.16781, 28.20434, -0.65003, 2.96043, 9.64983, 0.00919, 0.08114, 0.03544
1022, 43081, 35.81747, 42.71527, 52.16781, 28.20434, -0.62848, 2.88980, 9.53012, 0.01319, 0.07741, 0.03424
1023, 43122, 35.81747, 42.71527, 52.16781, 28.20434, -0.63446, 2.91374, 9.58758, 0.01665, 0.07927, 0.03491
1024, 43163, 35.76637, 42.71527, 52.16781, 28.20434, -0.61770, 2.98677, 9.54089, 0.01719, 0.07967, 0.03344
1025, 43208, 35.76637, 42.71527, 52.16781, 28.20434, -0.66439, 2.99754, 9.55885, 0.01732, 0.07394, 0.03024
1026, 43249, 35.76637, 42.71527, 52.16781, 28.20434, -0.55067, 2.92571, 9.55765, 0.01319, 0.07807, 0.03304
1027, 43290, 35.76637, 42.71527, 52.16781, 28.20434, -0.60334, 3.00712, 9.56603, 0.01492, 0.07847, 0.03144
1028, 43331, 35.76637, 42.71527, 52.16781, 28.20434, -0.64643, 2.96043, 9.48702, 0.01199, 0.07914, 0.03397
1029, 43372, 35.76637, 42.71527, 52.16781, 28.20434, -0.57700, 2.98677, 9.65462, 0.00959, 0.07807, 0.03344
1030, 43416, 35.76637, 42.71527, 52.16781, 28.20434, -0.57700, 2.96881, 9.56962, 0.00906, 0.07834, 0.03557
1031, 43457, 35.76637, 42.71527, 52.16781, 28.20434, -0.71946, 3.00831, 9.53371, 0.00786, 0.07887, 0.03531
1032, 43498, 35.71528, 42.71527, 52.16781, 28.20434, -0.47285, 2.97240, 9.60673, 0.00893, 0.08034, 0.03264
1033, 43539, 35.71528, 42.71527, 52.16781, 28.20434, -0.67876, 3.00233, 9.44393, 0.00839, 0.08660, 0.03064
1034, 43580, 35.76637, 42.71527, 52.16781, 28.20434, -0.69671, 3.06697, 9.54089, 0.00719, 0.07568, 0.03664
1035, 43634, 35.76637, 42.71527, 52.16781, 28.20434, -0.48722, 3.02627, 9.59476, 0.00440, 0.08114, 0.03224
1036, 43673, 35.76637, 42.71527, 52.16781, 28.20434, -0.62130, 3.01310, 9.55765, -0.00040, 0.08953, 0.03038
1037, 43713, 35.76637, 42.71527, 52.16781, 28.20434, -0.69791, 2.98198, 9.65701, -0.00693, 0.08713, 0.03264
1038, 43753, 35.81747, 42.71527, 52.16781, 28.20434, -0.64763, 2.78446, 9.46787, -0.00480, 0.08154, 0.03251
1039, 43793, 35.81747, 42.71527, 52.16781, 28.20434, -0.55905, 2.82636, 9.51815, -0.00280, 0.08553, 0.03517
1040, 43836, 35.81747, 42.71527, 52.16781, 28.20434, -0.64165, 2.91853, 9.42956, 0.00093, 0.08513, 0.03291
1041, 43876, 35.81747, 42.71527, 52.16781, 28.20434, -0.64165, 2.88860, 9.24760, 0.00426, 0.07861, 0.03211
1042, 43916, 35.81747, 42.66417, 52.16781, 28.15324, -0.70150, 2.99515, 9.41999, 0.01399, 0.06995, 0.02851
1043, 43956, 35.66418, 42.61308, 52.16781, 28.10215, -0.52553, 3.21900, 9.63666, 0.00786, 0.07381, 0.02758
1044, 43999, 35.51090, 42.51089, 52.16781, 28.10215, -0.50877, 3.11605, 9.56843, 0.00426, 0.07368, 0.02838
1045, 44039, 35.30652, 42.40870, 52.16781, 28.05105, -0.60334, 3.09810, 9.59117, 0.00253, 0.07914, 0.02918
1046, 44079, 35.10214, 42.35760, 52.16781, 28.05105, -0.70988, 3.03106, 9.87728, 0.00093, 0.07821, 0.03211
1047, 44119, 34.94885, 42.35760, 52.16781, 27.99996, -0.66918, 2.71263, 9.85813, 0.01679, 0.06941, 0.03491
1048, 44159, 34.89776, 42.35760, 52.16781, 27.99996, -0.60573, 2.53546, 9.59596, 0.01372, 0.07381, 0.03704
1049, 44202, 34.89776, 42.40870, 52.16781, 27.99996, -0.42856, 2.74495, 9.45590, -0.00373, 0.09459, 0.03730
1050, 44242, 34.89776, 42.40870, 52.16781, 27.99996, -0.65960, 2.96881, 9.70729, -0.02212, 0.10019, 0.03357
1051, 44282, 34.94885, 42.35760, 52.16781, 27.94886, -0.76255, 3.02148, 9.44513, 0.00173, 0.08660, 0.03384
1052, 44322, 34.94885, 42.40870, 52.16781, 27.94886, -0.63446, 3.21422, 9.31943, 0.00040, 0.07608, 0.03437
1053, 44362, 34.94885, 42.40870, 52.16781, 27.94886, -0.50637, 3.41533, 9.48104, 0.00533, 0.07554, 0.03464
1054, 44405, 34.89776, 42.40870, 52.16781, 27.94886, -0.57341, 3.29682, 9.41520, 0.01172, 0.07714, 0.03464
1055, 44445, 34.89776, 42.40870, 52.16781, 27.94886, -0.60454, 3.25731, 9.51695, 0.00666, 0.07901, 0.03331
1056, 44485, 34.89776, 42.35760, 52.16781, 27.94886, -0.67157, 3.08373, 9.58160, 0.00320, 0.07514, 0.03517
1057, 44525, 34.89776, 42.40870, 52.16781, 27.94886, -0.50637, 2.93050, 9.34098, -0.00600, 0.07807, 0.03984
1058, 44565, 34.84666, 42.40870, 52.16781, 27.99996, -0.53391, 2.89100, 9.82341, -0.04796, 0.10725, 0.03304
1059, 44608, 34.84666, 42.40870, 52.16781, 27.94886, -0.73382, 2.52349, 9.67617, -0.29044, 0.22396, -0.00346
1060, 44648, 34.84666, 42.40870, 52.16781, 27.94886, -0.90740, 1.97881, 9.46428, -0.11578, 0.15268, 0.03757
1061, 44688, 34.89776, 42.40870, 52.16781, 27.94886, -0.62728, 2.46124, 9.33978, 0.02971, 0.06755, 0.04010
1062, 44728, 34.84666, 42.40870, 52.16781, 27.94886, -0.69791, 2.99155, 9.42478, 0.04104, 0.06542, 0.03491
1063, 44771, 34.79557, 42.35760, 52.16781, 27.94886, -0.81762, 3.00951, 9.89045, 0.04490, 0.04876, 0.03571
1064, 44811, 34.74448, 42.35760, 52.16781, 27.94886, -0.74579, 2.74376, 9.54449, 0.02025, 0.06941, 0.03557
1065, 44851, 34.69338, 42.35760, 52.16781, 27.94886, -0.58658, 2.76291, 9.81623, 0.01039, 0.07781, 0.03757
1066, 44891, 34.69338, 42.35760, 52.16781, 27.89777, -0.52313, 2.71502, 9.53491, -0.00067, 0.08887, 0.03198
1067, 44931, 34.69338, 42.35760, 52.16781, 27.89777, -0.76854, 2.93888, 9.69412, -0.00719, 0.09193, 0.03304
1068, 44974, 34.69338, 42.35760, 52.16781, 27.89777, -0.69073, 2.96761, 9.51336, 0.00626, 0.08380, 0.03544
1069, 45014, 34.69338, 42.35760, 52.16781, 27.89777, -0.61531, 2.79284, 9.59476, 0.00346, 0.08260, 0.03118
1070, 45054, 34.69338, 42.35760, 52.16781, 27.89777, -0.61770, 2.70425, 9.72764, 0.00586, 0.08434, 0.03331
1071, 45094, 34.69338, 42.35760, 52.16781, 27.84667, -0.77572, 2.74854, 9.66539, 0.01545, 0.07594, 0.03637
1072, 45134, 34.69338, 42.35760, 52.16781, 27.69339, -0.58778, 2.64080, 9.47505, 0.01892, 0.07461, 0.03131
1073, 45186, 34.69338, 42.35760, 52.16781, 27.54011, -0.74699, 2.91255, 9.84017, 0.00866, 0.08327, 0.03571
1074, 45227, 34.69338, 42.35760, 52.16781, 27.48901, -0.68354, 2.87544, 9.37809, 0.01199, 0.07954, 0.03571
1075, 45268, 34.69338, 42.35760, 52.16781, 27.48901, -0.61531, 2.97120, 9.44752, 0.02891, 0.06861, 0.02825
1076, 45309, 34.69338, 42.35760, 52.16781, 27.48901, -0.65721, 2.88501, 9.49660, 0.02665, 0.06635, 0.03064
1077, 45350, 34.69338, 42.35760, 52.16781, 27.48901, -0.64643, 2.83473, 9.67856, 0.03344, 0.06608, 0.02811
1078, 45394, 34.69338, 42.35760, 52.16781, 27.48901, -0.71347, 2.78087, 9.57920, 0.03557, 0.05929, 0.02864
1079, 45435, 34.69338, 42.35760, 52.16781, 27.48901, -0.60932, 2.71862, 9.53611, 0.02944, 0.06289, 0.03198
1080, 45476, 34.69338, 42.35760, 52.16781, 27.48901, -0.62010, 2.85269, 9.65582, 0.02012, 0.07381, 0.03064
1081, 45517, 34.69338, 42.35760, 52.16781, 27.48901, -0.68714, 2.91494, 9.54568, 0.01252, 0.08207, 0.03411
1082, 45561, 34.69338, 42.35760, 52.16781, 27.43792, -0.63686, 2.91733, 9.57920, 0.00533, 0.08114, 0.03597
1083, 45602, 34.69338, 42.35760, 52.16781, 27.43792, -0.57102, 2.92212, 9.50618, 0.00640, 0.08340, 0.03198
1084, 45643, 34.69338, 42.35760, 52.16781, 27.48901, -0.60214, 2.90297, 9.52653, -0.00200, 0.09073, 0.03304
1085, 45684, 34.69338, 42.35760, 52.16781, 27.43792, -0.67516, 2.86945, 9.48822, 0.00120, 0.08407, 0.03357
1086, 45725, 34.69338, 42.35760, 52.16781, 27.43792, -0.67876, 2.86347, 9.55047, 0.00600, 0.08021, 0.03437
1087, 45769, 34.69338, 42.35760, 52.16781, 27.43792, -0.63566, 2.83833, 9.54927, 0.00693, 0.07941, 0.03411
1088, 45810, 34.69338, 42.35760, 52.16781, 27.43792, -0.62848, 2.83833, 9.61871, 0.00893, 0.08260, 0.03304
1089, 45851, 34.69338, 42.35760, 52.16781, 27.43792, -0.75417, 2.87783, 9.61751, 0.00226, 0.08340, 0.03624
1090, 45892, 34.69338, 42.35760, 52.16781, 27.43792, -0.67636, 2.90058, 9.46189, 0.00413, 0.08207, 0.03477
1091, 45933, 34.69338, 42.35760, 52.16781, 27.43792, -0.65960, 2.80122, 9.63187, 0.00666, 0.08047, 0.03584
1092, 45977, 34.69338, 42.35760, 52.16781, 27.43792, -0.62968, 2.85509, 9.50498, 0.00773, 0.07901, 0.03624
1093, 46018, 34.69338, 42.35760, 52.16781, 27.43792, -0.66559, 2.96402, 9.58040, 0.00719, 0.07701, 0.03717
1094, 46059, 34.69338, 42.35760, 52.16781, 27.43792, -0.59137, 2.91015, 9.57800, 0.02118, 0.07208, 0.03611
1095, 46100, 34.69338, 42.35760, 52.16781, 27.43792, -0.62968, 2.80720, 9.54209, 0.03304, 0.06528, 0.03224
1096, 46144, 34.69338, 42.35760, 52.16781, 27.43792, -0.67277, 2.86347, 9.67736, 0.03277, 0.06582, 0.03264
1097, 46185, 34.69338, 42.30651, 52.16781, 27.43792, -0.63686, 2.87783, 9.53611, 0.04263, 0.05862, 0.03637
1098, 46226, 34.64228, 42.30651, 52.16781, 27.43792, -0.57102, 2.95085, 9.51216, 0.04943, 0.05462, 0.03770
1099, 46267, 34.64228, 42.30651, 52.16781, 27.43792, -0.69432, 2.88022, 9.87967, 0.03131, 0.08553, 0.03424
1100, 46308, 34.59119, 42.25542, 52.16781, 27.43792, -0.62608, 3.05979, 9.96946, 0.03357, 0.06222, 0.03704
1101, 46352, 34.59119, 42.25542, 52.16781, 27.43792, -0.47525, 3.04303, 9.61272, 0.01639, 0.05223, 0.01719
1102, 46393, 34.54010, 42.25542, 52.16781, 27.43792, -0.69671, 2.81199, 9.41759, 0.02678, 0.07155, 0.02851
1103, 46434, 34.59119, 42.25542, 52.16781, 27.43792, -0.56264, 2.85389, 9.52892, 0.01585, 0.07794, 0.03131
1104, 46483, 34.59119, 42.25542, 52.16781, 27.43792, -0.62249, 2.89579, 9.53371, 0.01772, 0.07501, 0.02998
1105, 46524, 34.59119, 42.25542, 52.16781, 27.43792, -0.65003, 2.79284, 9.22486, 0.02838, 0.07967, 0.03531
1106, 46568, 34.54010, 42.25542, 52.16781, 27.43792, -0.53032, 2.97958, 9.78391, 0.01212, 0.08154, 0.03491
1107, 46609, 34.59119, 42.25542, 52.16781, 27.43792, -0.67995, 2.82516, 9.49421, 0.01599, 0.08234, 0.03677
1108, 46650, 34.59119, 42.25542, 52.16781, 27.43792, -0.67397, 2.94247, 9.52174, 0.01319, 0.07861, 0.03890
1109, 46691, 34.59119, 42.25542, 52.16781, 27.43792, -0.54827, 3.11486, 9.58399, 0.01852, 0.07967, 0.03704
1110, 46732, 34.59119, 42.25542, 52.16781, 27.43792, -0.60454, 3.04183, 9.47026, 0.01719, 0.08394, 0.03477
1111, 46786, 34.59119, 42.25542, 52.16781, 27.43792, -0.52553, 3.09929, 9.57441, 0.00946, 0.08500, 0.03757
1112, 46827, 34.59119, 42.25542, 52.16781, 27.43792, -0.61411, 2.89220, 9.50259, 0.01399, 0.08074, 0.03291
1113, 46868, 34.59119, 42.25542, 52.16781, 27.43792, -0.61890, 2.80840, 9.58519, 0.00706, 0.08540, 0.03357
1114, 46909, 34.59119, 42.20432, 52.16781, 27.38682, -0.60813, 2.86825, 9.67736, 0.01292, 0.08687, 0.03517
1115, 46953, 34.59119, 42.20432, 52.16781, 27.33573, -0.70988, 2.87304, 9.65821, 0.00839, 0.07941, 0.03584
1116, 46994, 34.59119, 42.20432, 52.16781, 27.28463, -0.68474, 3.02747, 9.63307, 0.00626, 0.07368, 0.03637
1117, 47035, 34.59119, 42.20432, 52.16781, 27.28463, -0.55067, 3.05021, 9.40442, 0.00613, 0.07687, 0.03491
1118, 47076, 34.59119, 42.25542, 52.16781, 27.28463, -0.58059, 3.10169, 9.35893, 0.00799, 0.08154, 0.03651
1119, 47117, 34.59119, 42.25542, 52.16781, 27.28463, -0.56024, 3.05620, 9.57920, 0.00986, 0.08593, 0.03624
1120, 47162, 34.59119, 42.25542, 52.16781, 27.28463, -0.62249, 2.89579, 9.59357, 0.01092, 0.08074, 0.03464
1121, 47203, 34.59119, 42.25542, 52.16781, 27.28463, -0.57820, 2.88980, 9.48343, 0.01306, 0.08274, 0.03251
1122, 47244, 34.59119, 42.20432, 52.16781, 27.28463, -0.67277, 2.99634, 9.62828, 0.01639, 0.07847, 0.03331
1123, 47285, 34.59119, 42.25542, 52.16781, 27.28463, -0.65481, 3.00831, 9.61152, 0.00999, 0.07727, 0.03611
1124, 47326, 34.59119, 42.25542, 52.16781, 27.28463, -0.65601, 2.91733, 9.57202, 0.01532, 0.07994, 0.03624
1125, 47371, 34.64228, 42.20432, 52.16781, 27.28463, -0.63925, 2.91733, 9.44632, 0.01039, 0.07994, 0.03411
1126, 47412, 34.64228, 42.25542, 52.16781, 27.28463, -0.58658, 2.97001, 9.47505, 0.00560, 0.07861, 0.03557
1127, 47453, 34.64228, 42.25542, 52.16781, 27.28463, -0.67995, 3.09091, 9.42597, 0.00879, 0.08487, 0.03637
1128, 47494, 34.59119, 42.20432, 52.16781, 27.28463, -0.58897, 3.11964, 9.58279, 0.00493, 0.09153, 0.03770
1129, 47535, 34.59119, 42.20432, 52.16781, 27.28463, -0.54708, 2.88142, 9.64624, 0.00586, 0.08847, 0.03717
1130, 47580, 34.59119, 42.20432, 52.16781, 27.28463, -0.68474, 2.99634, 9.62230, 0.00893, 0.09792, 0.03531
1131, 47621, 34.59119, 42.20432, 52.16781, 27.28463, -0.66559, 2.88142, 9.62230, 0.01745, 0.08553, 0.03384
1132, 47662, 34.59119, 42.20432, 52.16781, 27.28463, -0.66918, 2.89579, 9.62230, 0.00933, 0.07834, 0.03464
1133, 47703, 34.59119, 42.20432, 52.16781, 27.28463, -0.59616, 2.96761, 9.33380, 0.01279, 0.08900, 0.03544
1134, 47748, 34.59119, 42.20432, 52.16781, 27.28463, -0.64643, 2.98796, 9.38766, 0.00520, 0.08367, 0.03251
1135, 47789, 34.59119, 42.20432, 52.16781, 27.28463, -0.65481, 2.90177, 9.64265, 0.01026, 0.07661, 0.03531
1136, 47830, 34.59119, 42.25542, 52.16781, 27.28463, -0.68953, 2.91255, 9.67856, 0.01599, 0.07261, 0.03504
1137, 47871, 34.59119, 42.25542, 52.16781, 27.28463, -0.63925, 2.96881, 9.47266, 0.00533, 0.07954, 0.03504
1138, 47912, 34.59119, 42.25542, 52.16781, 27.28463, -0.65601, 3.03226, 9.52533, 0.00306, 0.08793, 0.03411
1139, 47957, 34.59119, 42.25542, 52.16781, 27.28463, -0.64883, 2.97719, 9.49421, 0.01039, 0.08287, 0.03584
1140, 47998, 34.59119, 42.25542, 52.16781, 27.28463, -0.66918, 2.98437, 9.54329, -0.00013, 0.09419, 0.03384
1141, 48039, 34.59119, 42.25542, 52.16781, 27.28463, -0.59256, 3.00113, 9.50498, 0.00799, 0.08407, 0.03344
1142, 48080, 34.59119, 42.25542, 52.16781, 27.28463, -0.65481, 3.01310, 9.57681, 0.00826, 0.08767, 0.03158
1143, 48121, 34.59119, 42.25542, 52.16781, 27.28463, -0.75298, 3.00712, 9.59955, 0.02345, 0.07141, 0.03477
1144, 48165, 34.59119, 42.25542, 52.16781, 27.28463, -0.63087, 3.00472, 9.56484, 0.00266, 0.07288, 0.03437
1145, 48206, 34.59119, 42.25542, 52.16781, 27.28463, -0.61651, 2.86825, 9.46787, -0.00560, 0.06861, 0.03504
1146, 48247, 34.59119, 42.25542, 52.16781, 27.28463, -0.62249, 3.02388, 9.38407, 0.00253, 0.06049, 0.03637
1147, 48288, 34.59119, 42.25542, 52.16781, 27.28463, -0.58059, 3.03585, 9.48343, 0.00466, 0.06209, 0.03571
1148, 48329, 34.59119, 42.25542, 52.16781, 27.28463, -0.56982, 3.01669, 9.40323, 0.00613, 0.07048, 0.03238
1149, 48383, 34.59119, 42.25542, 52.16781, 27.28463, -0.62489, 3.08852, 9.49301, 0.00213, 0.08180, 0.03238
1150, 48422, 34.59119, 42.20432, 52.16781, 27.28463, -0.65122, 3.07176, 9.55406, 0.00520, 0.07861, 0.03091
1151, 48462, 34.59119, 42.20432, 52.16781, 27.28463, -0.67277, 3.06458, 9.79109, 0.00213, 0.08127, 0.03144
1152, 48502, 34.59119, 42.20432, 52.16781, 27.28463, -0.58538, 2.81199, 9.43675, -0.00333, 0.09140, 0.02931
1153, 48545, 34.59119, 42.20432, 52.16781, 27.28463, -0.62848, 2.65278, 9.52413, -0.00600, 0.09593, 0.02758
1154, 48585, 34.59119, 42.20432, 52.16781, 27.28463, -0.72185, 2.63003, 9.54927, -0.01492, 0.10778, 0.02598
1155, 48625, 34.59119, 42.15322, 52.16781, 27.13135, -0.70868, 2.76889, 9.98382, 0.00000, 0.09419, 0.02931
1156, 48665, 34.59119, 42.15322, 52.16781, 26.97806, -0.71467, 2.66834, 9.51216, 0.01799, 0.08793, 0.03850
1157, 48705, 34.64228, 42.20432, 52.16781, 26.92697, -0.67636, 2.58813, 9.05008, 0.01039, 0.05889, 0.04183
1158, 48748, 34.64228, 42.20432, 52.16781, 26.92697, -0.54468, 3.16035, 9.42118, 0.00120, 0.08487, 0.03810
1159, 48788, 34.64228, 42.20432, 52.16781, 26.92697, -0.50518, 3.16873, 9.24042, -0.01239, 0.11218, 0.03291
1160, 48828, 34.64228, 42.20432, 52.16781, 26.92697, -0.67995, 3.14119, 9.04769, -0.00440, 0.10832, 0.03331
1161, 48868, 34.59119, 42.20432, 52.16781, 26.92697, -0.58778, 3.31597, 9.61990, 0.02385, 0.06875, 0.04010
1162, 48908, 34.59119, 42.20432, 52.16781, 26.92697, -0.58658, 2.99993, 9.41280, 0.02305, 0.07568, 0.03531
1163, 48951, 34.64228, 42.20432, 52.16781, 26.92697, -0.70390, 2.90417, 9.29788, 0.00266, 0.08593, 0.03597
1164, 48991, 34.64228, 42.20432, 52.16781, 26.92697, -0.74220, 2.98916, 9.52773, -0.00053, 0.08793, 0.03357
1165, 49031, 34.64228, 42.20432, 52.16781, 26.92697, -0.75298, 2.92571, 9.98023, 0.00759, 0.07901, 0.03464
1166, 49071, 34.64228, 42.20432, 52.16781, 26.92697, -0.72065, 2.87783, 9.62828, 0.01079, 0.07421, 0.03517
1167, 49111, 34.64228, 42.20432, 52.16781, 26.92697, -0.62848, 2.93050, 9.55287, 0.01852, 0.07314, 0.03691
1168, 49149, 34.64228, 42.20432, 52.16781, 26.92697, -0.69432, 2.99036, 9.54449, 0.02931, 0.06861, 0.03877
1169, 49189, 34.64228, 42.20432, 52.16781, 26.92697, -0.70150, 3.58651, 9.85334, -0.09486, 0.07448, 0.03304
1170, 49229, 34.64228, 42.25542, 52.11671, 26.92697, -0.60813, 3.12084, 9.55047, -0.07701, 0.07088, 0.03651
1171, 49269, 34.64228, 42.25542, 52.16781, 26.92697, -0.56982, 3.01310, 9.59237, -0.15748, 0.11245, 0.03184
1172, 49312, 34.64228, 42.20432, 52.16781, 26.92697, -0.81762, 2.83952, 9.41280, -0.07568, 0.10139, 0.03264
1173, 49352, 34.64228, 42.20432, 52.16781, 26.92697, -0.60214, 2.88621, 9.54449, -0.00693, 0.10046, 0.03251
1174, 49392, 34.59119, 42.20432, 52.16781, 26.92697, -0.61052, 3.01550, 9.78031, -0.02025, 0.08420, 0.03198
1175, 49432, 34.59119, 42.20432, 52.16781, 26.92697, -0.81283, 2.91853, 9.71806, -0.01426, 0.09166, 0.03291
1176, 49472, 34.59119, 42.20432, 52.16781, 26.92697, -0.72784, 2.41695, 9.15303, -0.00120, 0.07727, 0.03744
1177, 49515, 34.59119, 42.20432, 52.11671, 26.92697, -0.91818, 3.12922, 9.12550, 0.02598, 0.05915, 0.03691
1178, 49555, 34.59119, 42.15322, 52.16781, 26.92697, -0.55306, 2.75932, 9.50139, 0.00440, 0.08474, 0.03504
1179, 49595, 34.59119, 42.20432, 52.16781, 26.92697, -0.70988, 2.71502, 9.61392, 0.00613, 0.08687, 0.03064
1180, 49635, 34.59119, 42.15322, 52.16781, 26.92697, -0.82959, 2.79284, 9.61751, 0.00333, 0.07594, 0.03677
1181, 49675, 34.59119, 42.20432, 52.16781, 26.92697, -0.56383, 2.73777, 9.52294, 0.01146, 0.07368, 0.03797
1182, 49718, 34.59119, 42.20432, 52.11671, 26.92697, -0.64524, 2.74974, 9.49062, -0.00333, 0.08593, 0.03238
1183, 49758, 34.59119, 42.20432, 52.16781, 26.92697, -0.73981, 2.60968, 9.14824, -0.01759, 0.08940, 0.04037
1184, 49798, 34.59119, 42.20432, 52.16781, 26.92697, -0.63327, 2.84431, 9.42717, 0.01572, 0.08247, 0.03411
1185, 49838, 34.59119, 42.20432, 52.16781, 26.92697, -0.47166, 2.35350, 7.56687, 0.00706, 0.05929, 0.03357
1186, 49890, 34.48900, 42.15322, 52.16781, 26.92697, -1.03190, 3.06338, 10.88763, -0.00600, 0.07714, 0.03371
1187, 49931, 34.48900, 42.15322, 52.16781, 26.92697, -0.73023, 2.84431, 9.76834, 0.00626, 0.08127, 0.03344
1188, 49972, 34.48900, 42.15322, 52.16781, 26.92697, -0.68235, 2.50314, 9.30985, 0.00053, 0.08060, 0.03477
1189, 50013, 34.48900, 42.15322, 52.16781, 26.92697, -0.70629, 2.65278, 9.74919, 0.00240, 0.08340, 0.03384
1190, 50054, 34.48900, 42.15322, 52.16781, 26.92697, -0.72664, 2.68510, 9.60434, 0.00586, 0.08260, 0.03344
1191, 50098, 34.48900, 42.15322, 52.16781, 26.92697, -0.74460, 2.74376, 9.60913, 0.00640, 0.08060, 0.03491
1192, 50139, 34.48900, 42.15322, 52.16781, 26.92697, -0.69911, 2.75453, 9.66180, 0.01466, 0.07434, 0.03371
1193, 50180, 34.48900, 42.15322, 52.16781, 26.92697, -0.71826, 2.72221, 9.57681, 0.01839, 0.07554, 0.03544
1194, 50221, 34.48900, 42.20432, 52.16781, 26.92697, -0.74101, 2.74016, 9.54089, 0.01426, 0.07594, 0.03464
1195, 50262, 34.48900, 42.20432, 52.16781, 26.92697, -0.68953, 2.80122, 9.63786, 0.01839, 0.07301, 0.03611
1196, 50306, 34.48900, 42.20432, 52.11671, 26.92697, -0.72903, 2.75573, 9.64744, 0.00386, 0.08087, 0.03597
1197, 50347, 34.48900, 42.20432, 52.16781, 26.92697, -0.62010, 2.78326, 9.52413, -0.01079, 0.07741, 0.03331
1198, 50388, 34.48900, 42.15322, 52.16781, 26.92697, -0.70629, 2.91733, 9.78869, 0.02478, 0.07927, 0.03504
1199, 50429, 34.48900, 42.20432, 52.16781, 26.92697, -0.70749, 2.76171, 9.46428, 0.00613, 0.07821, 0.03504
1200, 50470, 34.48900, 42.20432, 52.16781, 26.92697, -0.70988, 2.81199, 9.74320, 0.00759, 0.07834, 0.03451
1201, 50514, 34.48900, 42.15322, 52.16781, 26.92697, -0.69073, 2.75213, 9.56603, 0.01212, 0.07421, 0.03544
1202, 50555, 34.48900, 42.20432, 52.16781, 26.92697, -0.71228, 2.69946, 9.65462, 0.00733, 0.07941, 0.03331
1203, 50596, 34.48900, 42.20432, 52.16781, 26.92697, -0.66439, 2.71383, 9.73842, 0.01412, 0.07887, 0.03571
1204, 50637, 34.54010, 42.20432, 52.16781, 26.92697, -0.73143, 2.68151, 9.46667, 0.00839, 0.07714, 0.03651
1205, 50681, 34.54010, 42.20432, 52.16781, 26.92697, -0.66200, 2.76411, 9.50857, 0.00200, 0.08926, 0.03224
1206, 50722, 34.54010, 42.20432, 52.16781, 26.92697, -0.70868, 2.81199, 9.58638, -0.00600, 0.09340, 0.03224
1207, 50763, 34.54010, 42.20432, 52.16781, 26.92697, -0.70988, 2.90776, 9.65222, -0.00240, 0.08340, 0.03118
1208, 50804, 34.48900, 42.20432, 52.16781, 26.92697, -0.69073, 2.86227, 9.52413, 0.00679, 0.08194, 0.03437
1209, 50845, 34.54010, 42.20432, 52.16781, 26.92697, -0.71108, 2.79643, 9.50378, 0.00040, 0.08207, 0.03104
1210, 50889, 34.48900, 42.20432, 52.16781, 26.92697, -0.73981, 2.71502, 9.65941, -0.00173, 0.08607, 0.03397
1211, 50930, 34.48900, 42.15322, 52.16781, 26.92697, -0.80325, 3.04782, 10.45069, -0.01785, 0.09020, 0.03064
1212, 50971, 34.48900, 42.20432, 52.16781, 26.92697, -0.64763, 2.49596, 9.10994, 0.00706, 0.07874, 0.03238
1213, 51012, 34.48900, 42.15322, 52.11671, 26.92697, -0.30047, 3.54581, 8.19056, 0.02198, 0.13576, 0.02398
1214, 51053, 34.43791, 42.15322, 52.16781, 26.92697, -0.94212, 3.01071, 10.79546, -0.02758, 0.11098, 0.02758
1215, 51097, 34.43791, 42.15322, 52.16781, 26.92697, -0.73981, 2.57975, 9.48343, 0.00640, 0.07434, 0.03411
1216, 51138, 34.48900, 42.15322, 52.16781, 26.92697, -0.77213, 2.51391, 9.45949, 0.01013, 0.07861, 0.03344
1217, 51187, 34.48900, 42.15322, 52.16781, 26.92697, -0.67995, 2.67073, 9.61871, 0.01212, 0.08074, 0.03384
